label	readable
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Datif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Singulier Masculin Participe Futur SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Datif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Pluriel Masculin Participe Futur SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Datif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Singulier Masculin Neutre Participe Futur SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Datif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Pluriel Masculin Neutre Participe Futur SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Datif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Singulier Neutre Participe Futur SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Datif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Pluriel Neutre Participe Futur SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Singulier Commun Participe Futur Déponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Singulier Commun Participe Futur Déponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Singulier Commun Participe Futur Déponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Génitif Singulier Commun Participe Futur Déponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Datif Singulier Commun Participe Futur Déponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Singulier Commun Participe Futur Déponent - VER
Case=Loc|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Locatif Singulier Commun Participe Futur Déponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Pluriel Commun Participe Futur Déponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Pluriel Commun Participe Futur Déponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Pluriel Commun Participe Futur Déponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Génitif Pluriel Commun Participe Futur Déponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Datif Pluriel Commun Participe Futur Déponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Pluriel Commun Participe Futur Déponent - VER
Case=Loc|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=Dep	Locatif Pluriel Commun Participe Futur Déponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Singulier Féminin Participe Futur Déponent - VER
Case=Voc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Singulier Féminin Participe Futur Déponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Singulier Féminin Participe Futur Déponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Génitif Singulier Féminin Participe Futur Déponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Datif Singulier Féminin Participe Futur Déponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Singulier Féminin Participe Futur Déponent - VER
Case=Loc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Locatif Singulier Féminin Participe Futur Déponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Pluriel Féminin Participe Futur Déponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Pluriel Féminin Participe Futur Déponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Pluriel Féminin Participe Futur Déponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Génitif Pluriel Féminin Participe Futur Déponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Datif Pluriel Féminin Participe Futur Déponent - VER
Case=Abl|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Pluriel Féminin Participe Futur Déponent - VER
Case=Loc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Dep	Locatif Pluriel Féminin Participe Futur Déponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Génitif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Datif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Loc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Locatif Singulier Masculin Féminin Participe Futur Déponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Génitif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Datif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Loc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=Dep	Locatif Pluriel Masculin Féminin Participe Futur Déponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Singulier Masculin Participe Futur Déponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Singulier Masculin Participe Futur Déponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Singulier Masculin Participe Futur Déponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Génitif Singulier Masculin Participe Futur Déponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Datif Singulier Masculin Participe Futur Déponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Singulier Masculin Participe Futur Déponent - VER
Case=Loc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Locatif Singulier Masculin Participe Futur Déponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Pluriel Masculin Participe Futur Déponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Pluriel Masculin Participe Futur Déponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Pluriel Masculin Participe Futur Déponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Génitif Pluriel Masculin Participe Futur Déponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Datif Pluriel Masculin Participe Futur Déponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Pluriel Masculin Participe Futur Déponent - VER
Case=Loc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep	Locatif Pluriel Masculin Participe Futur Déponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Génitif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Datif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Loc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Locatif Singulier Masculin Neutre Participe Futur Déponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Génitif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Datif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Loc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Dep	Locatif Pluriel Masculin Neutre Participe Futur Déponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Singulier Neutre Participe Futur Déponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Singulier Neutre Participe Futur Déponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Singulier Neutre Participe Futur Déponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Génitif Singulier Neutre Participe Futur Déponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Datif Singulier Neutre Participe Futur Déponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Singulier Neutre Participe Futur Déponent - VER
Case=Loc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Locatif Singulier Neutre Participe Futur Déponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Nominatif Pluriel Neutre Participe Futur Déponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Vocatif Pluriel Neutre Participe Futur Déponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Accusatif Pluriel Neutre Participe Futur Déponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Génitif Pluriel Neutre Participe Futur Déponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Datif Pluriel Neutre Participe Futur Déponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Ablatif Pluriel Neutre Participe Futur Déponent - VER
Case=Loc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Fut|Voice=Dep	Locatif Pluriel Neutre Participe Futur Déponent - VER
Mood=Inf|Tense=Fut|Voice=Act	Infinitif Futur Actif - VER (fore<>esse)
